"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT03","WT08"
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-01","14.32","0.00","81","88","76","   80","   80","25.1","32.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-02","16.33","0.00","82","87","77","   70","   70","25.1","38.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-03","13.87","0.00","79","83","74","   60","   70","25.1","31.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-04","11.63","0.02","79","85","74","   50","   50","23.0","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-05","12.97","0.00","79","88","74","   60","   60","23.0","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-06","11.18","0.01","81","88","74","   70","   40","23.0","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-07","10.51","0.02","79","88","72","   50","   50","21.0","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-08","8.95","0.00","80","88","73","   60","   70","19.9","23.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-09","12.30","0.00","81","89","75","   70","   70","21.0","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-10","11.41","0.00","81","89","75","   60","   50","23.0","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-11","13.42","0.00","81","87","76","   70","   70","23.0","32.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-12","9.84","0.01","79","88","73","   60","   70","21.0","23.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-13","11.86","0.00","81","89","76","   80","   50","21.0","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-14","10.07","0.00","81","88","76","   60","   60","21.0","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-15","13.42","0.02","80","88","75","   50","   60","25.1","32.0","    1",,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-16","14.76","0.00","81","88","78","   80","   70","25.9","35.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-17","13.65","0.00","81","89","77","   50","   60","25.1","36.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-18","15.21","0.00","81","87","77","   70","   60","28.0","36.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-19","15.43","0.00","81","88","75","   50","   60","25.1","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-20","14.76","0.00","80","87","75","   60","   60","29.1","36.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-21","14.09","0.00","80","86","76","   50","   80","23.0","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-22","16.33","0.00","81","88","77","   60","   80","28.0","36.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-23","16.78","0.00","81","88","76","   80","   70","29.1","38.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-24","16.11","0.00","81","89","78","   70","   70","25.9","32.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-25","15.21","0.00","83","90","78","   70","   50","25.1","34.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-26","15.66","0.00","82","88","78","   70","   70","25.9","36.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-27","13.87","0.00","82","88","76","   60","   60","25.1","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-28","13.42","0.00","81","86","78","   70","   80","23.0","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-29","12.30","0.00","81","90","77","   40","   40","21.9","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-30","13.65","0.00","82","89","77","   60","   80","23.9","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-07-31","17.00","0.00","82","89","77","   70","   70","25.9","36.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-01","17.45","0.00","81","89","78","   60","   60","28.0","36.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-02","18.12","0.01","81","88","74","   80","   70","29.1","36.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-03","15.88","0.00","81","88","75","   80","   80","25.9","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-04","17.22","0.00","81","88","77","   60","   70","25.1","36.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-05","14.99","0.00","80","87","74","   70","   60","28.0","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-06","15.21","0.00","82","90","77","   70","   60","25.9","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-07","14.76","0.00","82","88","77","   80","   50","23.0","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-08","12.08","0.00","81","89","75","   70","   40","21.0","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-09","11.18","0.00","81","89","77","   70","   50","21.0","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-10","7.83","0.00","81","91","74","   40","   40","19.9","23.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-11","9.62","0.00","82","91","76","   60","   60","21.0","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-12","9.84","0.00","81","90","75","   60","   80","21.0","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-13","11.63","0.00","81","89","76","   70","   70","23.9","31.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-14","12.53","0.01","81","88","75","   40","   60","21.9","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-15","11.86","0.00","81","89","76","   40","   60","21.0","28.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-16","6.49","0.13","80","87","73","  250","  250","17.0","23.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-17","4.70","0.06","77","85","71","   80","  320","13.0","17.0","    1",,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-18","8.05","0.00","76","90","70","   70","   60","18.1","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-19","11.41","0.06","80","87","74","   60","   70","21.9","28.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-20","12.30","0.00","80","88","76","   50","   20","21.9","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-21","9.17","0.00","81","87","76","   60","   60","19.9","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-22","9.62","0.01","81","89","75","   50","   50","18.1","25.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-23","9.62","0.01","81","85","74","   40","   50","23.9","32.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-24","15.21","0.00","79","88","75","   60","   70","25.1","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-25","15.21","0.00","81","88","75","   70","   80","25.1","31.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-26","13.87","0.00","81","88","74","   60","   60","23.0","28.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-27","9.40","0.00","80","89","74","   70","   50","21.9","28.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-28","10.29","0.00","81","90","73","   30","   40","19.9","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-29","8.28","0.00","80","89","74","   30","   10","18.1","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-30","6.49","0.00","80","87","73","  290","   20","16.1","21.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-08-31","6.26","0.00","79","85","71","  160","  150","17.0","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-01","9.62","0.00","78","90","72","   60","   60","16.1","23.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-02","14.32","0.00","83","90","78","   70","   50","23.9","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-03","17.67","0.00","82","88","77","   60","   50","30.0","36.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-04","14.09","0.00","81","88","75","   60","   60","25.1","31.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-05","9.17","0.00","79","89","73","   40","   40","21.0","25.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-06","8.72","0.00","80","90","73","   30","   30","19.9","25.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-07","9.17","0.00","81","89","73","   40","   20","18.1","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-08","12.08","0.00","81","89","75","   40","   20","23.0","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-09","10.07","0.00","81","88","76","   70","   50","19.9","32.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-10","6.93","0.00","79","88","73","   70","   70","23.9","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-11","9.17","0.00","79","89","74","   30","   40","21.9","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-12","10.51","0.02","80","88","74","   60","   50","23.9","32.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-13","10.29","0.00","80","88","75","   50","   70","23.0","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-14","9.62","0.00","80","88","75","   50","   40","21.9","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-15","8.72","0.03","80","89","72","   40","   30","17.0","21.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-16","11.18","0.00","81","89","75","   60","   40","23.0","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-17","14.09","0.00","81","87","77","   50","   50","23.0","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-18","15.88","0.00","80","88","75","   70","   70","25.9","35.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-19","12.08","0.02","80","88","74","   60","   60","25.1","34.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-20","12.30","0.00","81","90","75","   60","   60","23.9","31.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-21","15.21","0.00","81","88","76","   70","   80","23.0","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-22","15.43","0.00","81","88","77","   60","   50","25.1","31.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-23","13.20","0.00","81","88","75","   70","   70","25.1","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-24","10.51","0.04","79","87","74","   70","   50","21.0","25.1","    1",,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-25","10.96","0.01","79","88","73","   50","   60","21.9","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-26","14.09","0.00","82","90","76","   70","   70","23.9","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-27","9.62","0.00","81","89","76","   50","   60","21.0","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-28","13.20","0.00","80","88","75","   60","   50","23.0","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-29","10.74","0.00","80","88","75","   60","   70","21.0","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-09-30","10.07","0.00","80","87","74","   40","   60","21.0","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-01","13.65","0.00","81","89","76","   70","   80","25.9","36.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-02","11.86","0.00","81","88","76","   70","   60","21.9","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-03","11.63","0.00","81","88","74","   70","   60","21.9","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-04","12.97","0.00","80","88","75","   70","   60","25.1","38.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-05","15.21","0.00","81","89","76","   70","   80","25.9","31.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-06","16.78","0.00","81","87","77","   70","   70","25.9","35.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-07","17.22","0.00","80","87","75","   60","   50","29.1","38.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-08","18.57","0.00","80","87","76","   60","   60","29.1","36.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-09","19.69","0.00","80","85","75","   60","   60","30.0","40.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-10","18.12","0.01","79","87","73","   60","   80","29.1","38.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-11","14.76","0.01","80","88","76","   80","   70","25.9","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-12","18.34","0.00","81","88","78","   60","   80","29.1","36.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-13","12.97","0.00","80","86","77","   70","   70","28.0","35.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-14","14.09","0.00","79","87","75","   80","   60","28.0","36.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-15","11.86","0.00","79","87","72","   70","   80","25.9","34.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-16","12.75","0.00","79","85","73","   90","   90","25.1","31.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-17","14.54","0.00","79","86","75","   60","   80","25.1","31.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-18","12.53","0.00","79","87","75","   70","   60","23.0","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-19","8.50","0.00","78","86","72","   40","   60","18.1","23.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-20","7.61","0.00","77","87","69","   40","   40","17.0","28.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-21","5.14","0.00","78","87","73","   30","   40","16.1","21.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-22","11.86","0.00","78","87","73","   60","   40","21.0","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-23","12.53","0.00","80","87","75","   40","   30","25.1","32.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-24","12.53","0.02","79","87","74","   70","   40","23.0","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-25","12.75","0.00","80","87","74","   70","   70","23.9","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-26","7.61","0.00","79","87","73","   70","   70","16.1","21.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-27","7.61","0.00","78","87","71","   30","   60","17.0","23.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-28","7.61","0.01","78","86","73","   50","   60","16.1","21.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-29","6.49","0.00","79","87","71","   80","   50","15.0","21.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-30","4.92","0.00","77","83","69","  210","  170","12.1","15.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-10-31","5.37","0.00","76","84","69","  240","  190","13.0","17.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-01","7.16","0.00","78","85","71","  230","  210","17.0","21.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-02","5.82","0.00","78","84","72","  330","  330","13.0","17.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-03","8.05","0.00","78","88","74","   90","   50","18.1","23.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-04","12.97","0.00","80","87","74","   70","   70","28.0","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-05","14.76","0.00","80","87","74","   60","   60","23.9","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-06","15.43","0.00","80","87","77","   60","   80","25.1","34.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-07","11.18","0.00","80","86","74","   70","   60","21.0","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-08","10.51","0.00","79","87","74","   60","   80","17.0","23.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-09","5.37","0.00","78","84","72","  160","  150","15.0","18.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-10","5.37","0.00","76","84","68","   60","  180","13.0","15.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-11","7.61","0.00","77","85","69","   30","   40","19.9","23.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-12","6.04","0.00","78","84","73","  130","  140","14.1","18.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-13","3.13","0.00","77","84","71","  150","  140","12.1","15.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-14","4.92","0.01","76","80","71","  160","  150","21.0","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-15","4.25","0.00","76","82","69","  240","  330","15.0","21.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-16","4.70","0.03","78","84","73","  190","  160","10.1","14.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-17","5.14","0.00","78","85","71","  220","  220","13.0","16.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-18","5.82","0.00","79","88","71","   70","   10","15.0","23.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-19","9.17","0.00","80","88","72","   80","   70","18.1","23.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-20","6.71","0.00","79","85","71","  140","  130","17.0","21.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-21","10.74","0.00","79","87","71","   70","   70","21.9","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-22","9.40","0.01","79","85","73","   60","   50","18.1","25.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-23","6.93","0.00","78","87","72","   70","  100","19.9","25.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-24","7.16","0.00","77","87","68","   30","   30","17.0","21.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-25","10.96","0.00","77","87","69","   70","   70","21.0","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-26","8.72","0.00","78","85","70","   70","   80","21.9","25.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-27","6.26","0.01","75","82","68","   70","  350","15.0","19.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-28","8.50","0.00","75","81","68","   50","   40","21.9","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-29","13.20","0.01","75","81","72","   50","   50","25.1","32.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-11-30","9.62","0.02","77","85","71","   70","   70","23.9","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-01","8.50","0.00","78","86","71","   70","   70","21.9","25.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-02","4.70","0.00","76","82","68","  260","  280","14.1","17.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-03","9.17","0.16","74","77","63","  330","  320","25.9","34.0","    1",,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-04","5.37","0.11","65","70","56","  230","  230","23.9","30.0","    1",,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-05","9.40","0.44","66","69","61","  160","  160","31.1","40.9","    1",,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-06","13.20","7.92","68","76","59","  160","  160","25.9","38.0","    1",,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-07","8.72","0.92","72","77","61","   80","   80","21.0","28.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-08","10.74","0.00","72","83","66","   80","   60","21.0","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-09","11.63","0.00","77","83","70","   80","   60","23.0","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-10","12.97","0.00","77","83","73","   60","   50","23.0","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-11","15.21","0.00","77","83","73","   70","   50","23.9","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-12","13.87","0.00","77","83","72","   70","   70","25.1","33.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-13","13.65","0.02","77","83","72","   70","   70","23.0","32.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-14","11.86","0.10","76","81","71","   80","   80","21.9","27.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-15","6.93","0.00","75","83","68","   70","   70","17.0","21.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-16","6.49","0.00","75","83","68","   50","   50","17.0","23.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-17","6.04","0.01","76","82","70","  150","  360","16.1","21.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-18","10.07","0.00","75","83","68","   70","   60","23.9","34.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-19","12.75","0.04","76","81","71","   60","   60","25.1","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-20","13.87","0.00","76","82","71","   80","   80","23.9","35.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-21","12.97","0.01","74","79","71","   70","   80","23.0","29.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-22","14.99","0.00","74","80","70","   60","   60","25.9","35.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-23","15.21","0.00","75","81","70","   60","   60","25.9","32.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-24","12.08","0.02","74","80","69","   60","   70","21.9","25.1",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-25","9.62","0.00","73","80","67","   50","   60","21.0","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-26","9.40","0.00","73","79","67","   70","   80","18.1","25.9",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-27","11.41","0.00","74","82","70","   60","   80","21.9","25.9",,,"    1"
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-28","12.75","0.00","76","81","70","   70","   80","23.0","30.0",,,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-29","12.30","0.05","75","82","72","   50","   60","21.9","29.1","    1",,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-30","6.71","0.56","74","78","70","  170","  100","18.1","25.9","    1",,
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2021-12-31","9.17","0.84","73","78","70","  150","  160","23.0","31.1","    1",,